,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
GCV3,171.0674671,-0.268543099,0.194251412,-1.382451208,0.166833202,0.293377098
PTA1,954.1730255,0.302312264,0.13424905,2.251876384,0.024330085,0.127229944
YAL042C-A,2.092555914,-0.911899531,1.119431966,-0.814609157,0.415296067,
ERV46,1383.167176,0.461452773,0.209639388,2.201174012,0.027723707,0.133967063
CDC24,996.1723228,0.171356724,0.135286928,1.266617009,0.205292268,0.325599161
CLN3,1149.573485,-0.06022396,0.146407389,-0.41134509,0.680819511,0.73879799
CYC3,621.3839257,0.31505266,0.207011601,1.521908237,0.128032075,0.257711294
CDC19,19376.10238,-1.086325739,0.153770486,-7.064591966,1.61e-12,2.27e-10
YAL037C-B,5.628344246,-0.959272503,0.749983932,-1.279057407,0.200876841,
YAL037C-A,0.474681909,2.123158499,2.452265069,0.865794863,0.386602667,
YAL037W,77.64268429,0.0928252,0.247207817,0.375494598,0.707292663,0.762868137
RBG1,1283.192598,0.220148346,0.15827249,1.390945113,0.164242071,0.290597388
FUN12,3674.264673,0.193605241,0.147753951,1.310321918,0.190086956,0.312706277
YAL034C-B,0.543719317,0.278312453,2.133162703,0.130469397,0.896195064,
MTW1,233.7306288,0.145920989,0.163525346,0.892344781,0.372208159,0.472628434
FUN19,252.859894,0.195645271,0.145522236,1.344435582,0.178807574,0.303036908
POP5,154.9387047,0.09953322,0.179631422,0.554096933,0.579512509,0.653347254
PRP45,335.3151981,0.290584366,0.151003136,1.924359807,0.054309499,0.180273904
YAL031W-A,1.245460473,2.433384986,1.714722187,1.419113257,0.155866,
GIP4,542.3429377,0.141932046,0.136386759,1.040658544,0.29803405,0.406835847
SNC1,217.4507047,0.130102692,0.184545611,0.704989356,0.48081686,0.565167269
MYO4,1693.080418,0.264970663,0.155820918,1.700481982,0.089040303,0.221130121
FRT2,164.9916514,0.724123807,0.166210958,4.356655041,1.32e-05,0.000574831
SAW1,281.8806074,0.336900155,0.138291199,2.436164825,0.014843919,0.099920287
YAL026C-A,6.177594556,0.621948525,0.668686283,0.930105104,0.352316668,
DRS2,1188.351933,0.287820678,0.157290099,1.829871561,0.067269147,0.195725071
MAK16,1166.99526,0.26999117,0.154922695,1.742747699,0.081377696,0.212639441
LTE1,560.4035691,0.151400471,0.135301321,1.118987381,0.263145523,0.376538869
PMT2,2071.925237,0.15975246,0.138126675,1.156564875,0.24745018,0.362747301
FUN26,678.3414323,0.399830647,0.156175934,2.560129705,0.01046331,0.0832146
CCR4,1184.604804,0.216470931,0.154754669,1.39880065,0.161872771,0.289760953
ATS1,161.9484369,0.48277443,0.257244041,1.876717642,0.060556803,0.187055525
YAL019W-A,5.458632198,0.766902139,0.762381693,1.005929375,0.314449545,
FUN30,1224.562952,0.239237706,0.145851471,1.640283128,0.100946312,0.233005662
LDS1,6.553875423,0.639527417,0.787986161,0.811597269,0.417022759,
PSK1,999.4693018,0.265486754,0.1427658,1.859596306,0.062942662,0.190174881
YAL016C-B,0.232689244,0.317785986,3.745113528,0.084853499,0.932377861,
YAL016C-A,3.675124971,0.578912455,1.109753137,0.521658769,0.601907937,
TPD3,2191.894466,0.113091491,0.144243703,0.784030698,0.433022098,0.523879817
NTG1,510.3510668,0.338359645,0.146318542,2.312486452,0.020750891,0.117870975
SYN8,484.6373062,0.275055717,0.143077028,1.922431017,0.054551546,0.180559691
DEP1,672.9675865,0.411663103,0.158902519,2.590664427,0.009579085,0.079903922
SWC3,319.5875648,0.324761801,0.164375581,1.975730204,0.048185342,0.172828343
MDM10,393.6541634,0.238544203,0.141007244,1.691715944,0.090700147,0.222461394
SPO7,308.1907102,0.276357081,0.154120901,1.793118779,0.072953933,0.203141088
FUN14,208.8380039,0.470251119,0.170477121,2.758441237,0.005807775,0.062515091
ERP2,898.516806,0.137540884,0.148296753,0.927470634,0.353682232,0.453782456
SSA1,6745.983094,-0.187487978,0.153696105,-1.219861604,0.222517344,0.341142188
YAL004W,1.719690785,2.111055566,1.560711232,1.352624062,0.176175761,
EFB1,6600.2009,-0.27288999,0.14682264,-1.858636989,0.06307861,0.190287689
VPS8,627.7715261,0.297410627,0.13124235,2.266117811,0.023444171,0.124626544
TFC3,855.1599915,0.272636406,0.142312018,1.915765156,0.055394995,0.181745001
NUP60,1306.307098,0.273200645,0.134372721,2.033155565,0.042036809,0.163322876
ERP1,937.1288164,0.186926,0.157405649,1.187543152,0.235013446,0.351772794
SWD1,502.9889645,0.214473933,0.147407925,1.454968808,0.145677897,0.275238037
RFA1,1119.455323,0.262498565,0.137733239,1.905847618,0.056669979,0.182863343
SEN34,252.4827257,0.345435522,0.152116788,2.270857318,0.023155617,0.124288567
YAR009C,100.6225072,-0.66624972,0.343335903,-1.940518643,0.052316691,0.177631274
YAR010C,6.5675097,-0.895201833,0.751675125,-1.190942473,0.233676169,
BUD14,1219.822024,0.208437772,0.141544439,1.472595986,0.140860008,0.270909829
ADE1,532.0606529,0.016317966,0.168323902,0.096943842,0.922770992,0.939817254
KIN3,459.7363985,0.234326931,0.143324043,1.634945025,0.102060573,0.234484642
CDC15,390.1397058,0.306148007,0.125627607,2.436948488,0.014811789,0.099820079
YAR019W-A,8.205048544,0.276313321,0.557004452,0.496070221,0.619844868,0.687278671
PAU7,7.738626834,0.003257981,0.540382099,0.006029032,0.995189558,0.998639686
YAR023C,54.57294439,0.329594638,0.236395728,1.394249554,0.163242258,0.2904147
UIP3,599.2006533,0.309534141,0.150784966,2.052818323,0.040090201,0.160833106
YAR028W,256.251978,0.353308718,0.157041012,2.249786296,0.024462514,0.127235845
YAR029W,25.20239761,0.640551651,0.351611478,1.821759786,0.068491442,0.196870386
YAR030C,9.690319408,0.083351457,0.50345909,0.165557556,0.868505152,0.895259317
PRM9,67.63601987,0.301824377,0.207929974,1.451567423,0.146621922,0.275918214
MST28,97.94630176,0.345600492,0.205153181,1.684597288,0.092066295,0.223699545
YAT1,14.54946937,0.413560224,0.432135469,0.957015226,0.33855957,0.44058298
YAR035C-A,0.211707914,1.177587674,3.925590607,0.299977199,0.764194548,
SWH1,1285.032565,0.268372528,0.142660593,1.881195935,0.05994527,0.186671959
YAR047C,0.0,,,,,
FLO1,34.09639716,0.803669272,0.298024874,2.696651668,0.007004049,0.066935825
YAR053W,2.064589711,1.734125767,1.106447974,1.567290834,0.117046727,
YAR060C,0.0,,,,,
YAR064W,0.856884583,1.242436814,2.79650587,0.444281854,0.656838819,
YAR066W,0.0,,,,,
YAR068W,0.299612884,2.662053277,3.155680163,0.843575122,0.398906871,
YAR069C,0.0,,,,,
YAR070C,0.486872765,-1.232270699,2.253811586,-0.546749652,0.584550738,
PHO11,15.01930085,0.026206404,0.466585885,0.056166303,0.955209325,0.965718963
IMD1,17.69360606,-0.00968482,0.41712608,-0.023217967,0.981476407,0.988305256
YAR075W,2.972953526,0.515975432,1.142128089,0.451766695,0.651437065,
Q0010,3.685211392,0.0,1.75226518,0.0,1.0,
Q0017,0.0,,,,,
Q0032,0.617008089,0.0,2.231255773,0.0,1.0,
COX1,51.38873416,0.0,1.678730867,0.0,1.0,1.0
AI5_ALPHA,2.84997388,0.0,1.81347492,0.0,1.0,
AI4,33.69290446,0.0,1.677613053,0.0,1.0,1.0
AI3,57.38013847,0.0,1.675607054,0.0,1.0,1.0
AI2,677.7600463,0.0,1.678613865,0.0,1.0,1.0
AI1,1419.534226,0.21579975,1.675167855,0.128822762,0.897497894,0.918602424
AI5_BETA,15.06724797,0.0,1.690060798,0.0,1.0,1.0
ATP8,0.063451103,0.0,6.006310083,0.0,1.0,
ATP6,17.52102807,0.0,1.692461314,0.0,1.0,1.0
Q0092,0.167951226,0.0,6.006310083,0.0,1.0,
COB,50.03474091,-0.403858849,0.241913568,-1.669434469,0.095031307,0.22704756
BI4,130.3615835,-0.153581345,0.298240375,-0.514958262,0.606582186,0.676590419
BI3,4.867455416,0.35208953,0.601870966,0.584991717,0.558553286,
BI2,64.58732105,-0.378526505,0.223273117,-1.695351905,0.090008684,0.222171281
OLI1,423.9756999,-0.125080058,0.169822087,-0.736535865,0.461404649,0.54926414
VAR1,11.66779494,-0.108982003,0.393504717,-0.276952216,0.781816797,0.822449108
Q0142,5.841147576,-0.510888096,0.532981902,-0.958546798,0.337787105,
Q0143,4.213094394,-0.044041681,0.626477885,-0.070300456,0.94395452,
Q0144,0.0,,,,,
SCEI,265.3885555,0.0,1.674727081,0.0,1.0,1.0
Q0182,11.45338169,0.0,1.702943065,0.0,1.0,1.0
COX2,70.68040288,0.0,1.674338554,0.0,1.0,1.0
Q0255,5.164396742,0.0,1.736243676,0.0,1.0,
COX3,82.73942893,0.0,1.673230873,0.0,1.0,1.0
Q0297,10.15046075,0.0,1.708884333,0.0,1.0,1.0
GIP2,99.54281479,0.655201172,0.182133775,3.597362282,0.000321461,0.008300439
BOI2,745.2421746,0.142311967,0.141748392,1.003975881,0.315390239,0.421758858
RPH1,498.6288909,0.263635668,0.132897373,1.983753803,0.047283292,0.171806358
YEL077C,116.1705394,0.443540267,0.175151425,2.532324629,0.011330903,0.086209406
YEL077W-A,1.224637672,0.608132051,1.391662199,0.436982517,0.662124027,
YEL076C-A,0.054176067,1.177575505,6.006310083,0.196056396,0.844566025,
YEL076C,0.053890274,-0.745983184,6.006310083,-0.124199912,0.901156992,
YEL075W-A,0.108241171,0.0,5.984291058,0.0,1.0,
YEL075C,3.603498124,1.213868586,0.817858833,1.484203065,0.137755057,
YEL074W,8.383045297,0.438360665,0.591372099,0.741260309,0.458535622,0.546523104
YEL073C,54.71532673,-0.015442095,0.25196403,-0.061286904,0.951130721,0.963109278
RMD6,141.9098159,0.194763406,0.200065167,0.97349983,0.330304945,0.433956412
DLD3,4433.594196,0.156459991,0.138550646,1.129262086,0.25878729,0.372943887
DSF1,12.61550176,0.116596994,0.419809935,0.277737576,0.781213814,0.822113573
HXT13,1.679608364,0.809003004,1.52329201,0.531088589,0.595357391,
YEL068C,76.24454279,0.33038113,0.211398783,1.562833643,0.118091729,0.249957228
YEL067C,35.85698772,0.93099974,0.270734113,3.438797308,0.000584305,0.013093183
HPA3,137.1191753,0.454749435,0.204221793,2.226742935,0.025964459,0.130630701
SIT1,1430.036023,0.09975085,0.150525336,0.662684784,0.507532457,0.588209288
AVT2,359.7441569,0.315058892,0.153679013,2.050110065,0.040353691,0.161666103
CAN1,891.235247,0.108215331,0.128934797,0.839302761,0.401299434,0.497883074
NPR2,383.9102176,0.299251581,0.130071916,2.300662511,0.021410715,0.119294155
CIN8,579.5519545,0.035481816,0.139955868,0.253521461,0.799865279,0.838085086
PRB1,1936.291687,0.006261029,0.14405848,0.043461715,0.965333483,0.97476287
SOM1,75.10867645,0.228471613,0.227243393,1.005404866,0.314701938,0.421314838
HHY1,5.09533025,0.604375239,0.690629287,0.875108036,0.381515125,
PCM1,1693.020974,0.17909512,0.155829979,1.149298242,0.250433023,0.365086066
SDD1,64.0598232,0.766751538,0.231490014,3.312244552,0.000925506,0.018475015
HAT2,804.2427529,0.142436472,0.142475568,0.999725593,0.317443323,0.422989635
POL5,1581.314959,0.202322595,0.146902658,1.377256191,0.168433054,0.294620903
RPL12A,2364.298177,-0.021042744,0.149791336,-0.140480381,0.888280452,0.911424236
YEL053W-A,3.184145205,0.204524788,1.160545262,0.176231634,0.86011197,
MAK10,882.7461161,0.23100836,0.13277417,1.739859194,0.081883745,0.21275808
AFG1,721.7487942,0.26680209,0.136290386,1.957600224,0.050276941,0.175583998
VMA8,1097.63927,0.243260578,0.142385007,1.708470456,0.087549084,0.219308371
YEL050W-A,1.721386957,1.004223802,1.226742023,0.81861042,0.41300872,
RML2,1067.691874,0.134056736,0.15809626,0.84794375,0.396469298,0.494220665
PAU2,14.59982818,0.285566137,0.40268413,0.709156672,0.478227258,0.563316109
TCA17,94.00139618,0.499904924,0.225995302,2.21201467,0.026965651,0.133021052
FRD1,1412.598534,0.658237511,0.139031999,4.734431771,2.2e-06,0.000113542
GLY1,5277.44695,-0.752111828,0.129368845,-5.81370133,6.11e-09,5.05e-07
YEL045C,35.26164329,-0.731507657,0.308348275,-2.372342302,0.017675707,0.109438146
IES6,263.7097761,0.059616717,0.169295496,0.352145911,0.724728839,0.777944604
YEL043W,874.7469961,0.278213034,0.133474454,2.084391629,0.037124559,0.155878041
GDA1,1229.576974,0.182239787,0.138306255,1.317653982,0.187619506,0.310766615
YEF1,126.8111966,0.436219562,0.172810771,2.524261417,0.011594167,0.086604691
UTR2,4664.482912,-0.509369667,0.142994519,-3.562162178,0.000367813,0.009177887
CYC7,278.7908944,0.412172979,0.173543763,2.375037691,0.017547158,0.108991952
UTR4,252.8747413,0.179473316,0.160155127,1.12062173,0.262448911,0.375882422
RAD23,1511.120625,0.336823588,0.154397134,2.181540415,0.029143469,0.13761137
ANP1,1356.157051,0.151313721,0.144603041,1.046407598,0.295372886,0.405284476
UTR5,1.626641274,2.069391494,1.764599346,1.172725978,0.24090571,
YEL034C-A,10.49794086,-0.516886578,0.589034187,-0.877515414,0.380206751,0.479315522
HYP2,8227.799326,-1.186626934,0.145641441,-8.147591259,3.71e-16,9.34e-14
MTC7,564.2622845,-1.299757784,0.168089396,-7.732538823,1.05e-14,2.03e-12
MCM3,1252.211884,0.38997326,0.146795442,2.656576074,0.007893864,0.071851537
YEL032C-A,0.326271139,-0.745992771,3.221066831,-0.231598042,0.816850229,
SPF1,2598.944455,0.278201485,0.140502251,1.980050017,0.047697909,0.172136697
YEL030C-A,3.854343236,0.626557173,0.798530371,0.784637874,0.432665917,
ECM10,180.1249911,0.268207908,0.175663024,1.526831901,0.126802817,0.256596308
BUD16,776.0694056,0.355726804,0.15552168,2.287313272,0.022177544,0.12083042
YEL028W,60.32835513,0.358474269,0.239062166,1.499502307,0.133743371,0.263347066
VMA3,2924.759272,0.081604236,0.1398416,0.583547637,0.559524698,0.63499088
SNU13,1463.575187,0.029609391,0.163586122,0.181001849,0.856366124,0.885742986
YEL025C,728.447276,0.482878546,0.134152382,3.599477976,0.000318857,0.008277404
RIP1,1422.06107,0.191242365,0.140531067,1.360854715,0.173559607,0.29938515
YEL023C,146.8868353,0.382895605,0.165389157,2.315119147,0.020606412,0.117643513
GEA2,1264.961162,0.308794937,0.154667369,1.996509928,0.045878446,0.169381585
URA3,935.3141138,0.227721315,0.14426041,1.578543378,0.114440831,0.246677288
YEL020C-B,3.945727528,1.11000574,0.801048419,1.385691194,0.165841218,
TIM9,593.4795459,0.21917263,0.178451023,1.228194866,0.219373825,0.337945968
PXP1,192.8094841,0.253588986,0.153594371,1.651030463,0.098732355,0.231070918
MMS21,86.74328257,0.13957869,0.196219138,0.711340859,0.476873038,0.56249886
YEL018C-A,3.662126103,-0.094647779,0.91573682,-0.103356966,0.917679665,
